Company,Adani Enterprises,Adani Green Energy,Adani Ports,Apollo Hospitals,Asian Paints,Axis Bank,Bajaj Auto,Bajaj Finance,Bajaj Finserv,Bharat Petroleum,Bharti Airtel,Britannia Industries,Cipla,Coal India,Divi's Laboratories,Dr. Reddy's Laboratories,Eicher Motors,Grasim Industries,HCL Technologies,HDFC Bank,HDFC Life Insurance,Hero MotoCorp,Hindalco Industries,Hindustan Unilever,ICICI Bank,ITC,IndusInd Bank,Infosys,JSW Steel,Kotak Mahindra Bank,Larsen & Toubro,Mahindra & Mahindra,Maruti Suzuki,NTPC,Nestle India,Oil & Natural Gas Corporation,Power Grid Corporation,Reliance Industries,SBI Life Insurance,Shree Cement,State Bank of India,Sun Pharmaceutical,Tata Consultancy Services,Tata Motors,Tata Steel,Tech Mahindra,Titan Company,UPL,UltraTech Cement,Wipro
Hindustan Unilever,-5.501188779383419e-06,-1.192945795714492e-05,1.2296823002901703e-05,2.0054583382789194e-05,4.170216142664422e-05,1.3104348174023157e-05,2.0849034943061197e-05,1.7972901158877453e-05,1.6209196160802306e-05,1.876132164198844e-05,2.110595103361673e-05,6.576446814974255e-05,8.87291383083469e-06,-2.143382217218801e-06,2.6156278491940153e-05,1.387036646652031e-05,2.6587741293516386e-05,2.7736143259824105e-05,2.9206344703589655e-05,1.3351571042806372e-05,2.4567252503658872e-05,3.6010631457429384e-05,1.946200213962411e-05,0.00013437470762645264,3.699652269584032e-06,4.9551354210550194e-05,2.841852919517423e-05,3.2902126135828905e-05,2.5394379327177746e-05,2.5161525791584332e-05,6.03809312075896e-06,3.588560672042688e-05,2.554897294799648e-05,9.449223081677668e-07,5.881734604390361e-05,6.710434436062319e-06,-3.0546345551564068e-06,2.4853938831845403e-05,3.976761825869831e-05,1.7064686896201876e-05,3.909693241525761e-06,1.2542625018525132e-05,2.671301617895285e-05,2.3483755253816584e-05,1.5632798045472227e-05,2.3616511026803497e-05,2.766770030026208e-05,2.1445552273228606e-05,2.37818973641059e-05,3.2523382750326706e-05
ICICI Bank,0.00010168866946102013,9.212595897862575e-05,0.00010462650217691638,1.9049497912810893e-05,2.1338950058392896e-05,9.397746906896603e-05,1.3363557033471785e-05,5.896066435888789e-05,6.067260155718247e-05,3.973544628359421e-05,4.9094306716454055e-05,7.997706926988064e-06,1.1505874178159848e-05,4.9494149737180416e-05,4.606572765417081e-06,2.111563410892545e-06,5.005772638751566e-05,5.734675035378295e-05,1.9953757289248844e-05,6.073676137087183e-05,2.9181835567654208e-05,2.780705708143991e-05,4.347249548950602e-05,3.699652269584032e-06,0.00013343684124953603,3.195026312034093e-05,6.961821353652499e-05,3.5294082976793586e-05,6.133735870008438e-05,6.964698626205483e-05,5.937565573672498e-05,5.5106169439636574e-05,3.0500595444916707e-05,5.7396457028385755e-05,1.4815111671508877e-05,5.693599836932651e-05,4.721975448926028e-05,5.9723417691386325e-05,3.326665682329297e-05,3.865411170751576e-05,9.116169539759646e-05,1.550713463696349e-05,2.7051634790292548e-05,2.8745880667579636e-05,5.726218884958499e-05,2.670359786599355e-05,2.4812904399217286e-05,4.606152337727019e-05,5.5114157614152674e-05,4.094504934005678e-05
ITC,1.1458744826432338e-05,1.6825511404734616e-05,3.4691431162099795e-05,2.4427215123748396e-05,2.8053449710596545e-05,3.190276526175045e-05,3.0366896218468064e-05,3.505875672978795e-05,2.7692251536438727e-05,3.326036087864056e-05,3.4040875694658936e-05,5.3563783339140226e-05,1.9072359464434567e-05,3.449231446829871e-05,1.5022639591981868e-05,2.5045761363965304e-05,3.5011062336734096e-05,3.558103354249583e-05,2.5019567351011348e-05,1.511315597982699e-05,1.4880467147688911e-05,2.0865162908912757e-05,2.943067435917691e-05,4.9551354210550194e-05,3.195026312034093e-05,0.0001317952747918335,2.889533398990492e-05,2.775634355374709e-05,4.69300055896307e-05,3.828329340708479e-05,3.377991433287157e-05,4.0146050726849016e-05,3.292764950489526e-05,3.27026299740163e-05,4.0625088687863814e-05,3.01630120742866e-05,1.762119556982506e-05,4.2798746427741996e-05,1.9269926657387133e-05,2.7296942013274773e-05,3.888776899507662e-05,2.1717819180703474e-05,2.0290418471824505e-05,3.4707988663709926e-05,3.843171143475255e-05,2.7021437742679494e-05,3.64834604483918e-05,3.88973123537305e-05,2.9489378622593996e-05,3.4975525364554035e-05
IndusInd Bank,0.0001728740487701969,0.00011981265695050216,0.0001738607956738327,2.427617855314776e-05,4.225612587612964e-05,9.116947525311762e-05,5.073047523089649e-05,9.799059540800025e-05,0.0001058014415048622,9.078572469444168e-05,5.136682493268809e-05,2.79934151907081e-05,1.687141460178545e-05,0.0001029763682174838,1.3986133406497713e-05,1.898072278516602e-05,6.59009788299964e-05,7.137392318660462e-05,3.7405959200376345e-05,7.858141009135562e-05,6.039185162344688e-05,5.0650475348833806e-05,8.178163170179382e-05,2.841852919517423e-05,6.961821353652499e-05,2.889533398990492e-05,0.00032637629730447766,3.5991587141000005e-05,9.04092100078409e-05,6.694042437870064e-05,9.203022437921116e-05,0.00010784026755587227,6.366347990292025e-05,0.0001100531708855122,3.235948281338086e-05,9.562556979792012e-05,8.175253387930417e-05,8.517476937489881e-05,7.047534005229805e-05,2.7370518697215944e-05,0.00013287056114223857,2.1848400673177794e-05,2.9936274883364967e-05,9.065862057969204e-05,9.547795166678511e-05,2.281712954738893e-05,4.706431700801882e-05,8.002422721577299e-05,6.48941775740663e-05,5.812409125019356e-05
Infosys,5.428801286124393e-05,1.0193898686923251e-05,4.907730582344397e-05,1.9839397997354245e-05,2.1815939472778486e-05,2.145891590274525e-05,6.284352965527465e-06,4.4324461073337724e-05,4.7248323189917434e-05,2.297246982766617e-05,4.618797887412956e-05,1.5508824671040584e-05,1.746351125111528e-05,2.8053578158387973e-05,3.07172550415124e-05,3.344602881172712e-05,2.7287656919253832e-05,3.228548279471563e-05,0.00012977527299436867,3.088489061834578e-05,1.7621182588329157e-05,2.100473245993956e-05,6.006470909307395e-05,3.2902126135828905e-05,3.5294082976793586e-05,2.775634355374709e-05,3.5991587141000005e-05,0.00021143542345305024,4.929640288935475e-05,2.4286675038935117e-05,4.274211533993399e-05,5.7378319311678185e-05,1.8049585821631432e-05,2.8004847384140414e-05,9.159704018865505e-06,4.855639996569258e-05,1.0829886346543296e-05,4.561969080256222e-05,3.614316295478994e-05,2.1609728315895975e-05,3.217198393339301e-05,2.367181805927373e-05,0.00012360371991379195,3.827759629392905e-05,4.735485694320984e-05,0.00013758983060293024,2.9850335308366495e-05,4.470569206081775e-05,3.80493180060098e-05,0.00012730751256232305
JSW Steel,0.00015909691529811097,0.00012863965417597093,0.00013598237741362473,5.1459844470567316e-05,3.551510651577645e-05,6.831304048525882e-05,5.486292786870021e-05,7.118958361186657e-05,7.290157584771057e-05,8.586735821850123e-05,5.9592566948306534e-05,2.6833793545455406e-05,2.7026159800095514e-05,0.0001117522115954647,4.38066005888928e-05,4.511274751549485e-05,6.441113333946487e-05,9.486189005818105e-05,4.8386486985422535e-05,6.660939896462537e-05,4.7669399350014206e-05,4.5000625108049744e-05,0.0001719986131013732,2.5394379327177746e-05,6.133735870008438e-05,4.69300055896307e-05,9.04092100078409e-05,4.929640288935475e-05,0.00022734524514098504,5.614219952298554e-05,9.697263048557939e-05,0.00010114922666193455,6.030148454827969e-05,0.00011973141242939216,3.095419319271584e-05,0.00011633034329612101,9.398188877350237e-05,7.953923744327682e-05,4.9275654739668906e-05,5.327385912732155e-05,9.203780474789858e-05,3.245249199196992e-05,3.942787899051282e-05,9.197260372085755e-05,0.00018477372096134743,5.5981383593367165e-05,5.624000531707845e-05,0.00011294949657961923,9.384620279394214e-05,7.630657685281158e-05
Kotak Mahindra Bank,8.004131307242583e-05,7.507436401250893e-05,8.28318442117105e-05,2.7857245646724934e-05,2.8804753465768395e-05,5.153844897718129e-05,1.765520501842352e-05,5.749953822129709e-05,4.799899204973491e-05,3.3131515164956814e-05,5.593798882679309e-05,3.405226183724266e-05,9.341729609332768e-06,5.194543939453456e-05,1.1641060781164421e-05,-1.09957392053191e-06,4.349746798469033e-05,4.6626806192278006e-05,2.4714364029986362e-05,6.091872578124887e-05,3.672213158209933e-05,2.769340048889316e-05,4.4483786021716784e-05,2.5161525791584332e-05,6.964698626205483e-05,3.828329340708479e-05,6.694042437870064e-05,2.4286675038935117e-05,5.614219952298554e-05,0.000166322394889217,4.709470120644953e-05,5.2617900188391e-05,3.330614026593433e-05,4.3555749792756466e-05,2.2672686851188985e-05,4.88960881715675e-05,3.8393181471328534e-05,5.580918042338069e-05,4.663315344637148e-05,3.186087315683055e-05,6.238990718234498e-05,1.6402238632632985e-05,2.0058810242206075e-05,3.3643329690179186e-05,4.78080129858087e-05,3.1593345449498916e-05,2.6595641825363593e-05,4.637914430530722e-05,4.742769668319315e-05,4.597586189903975e-05
Larsen & Toubro,0.0001430320801704411,0.00015150032348929654,0.00015109976207514566,3.855576317618558e-05,2.8817154580386162e-05,6.703785935887853e-05,4.466911461021232e-05,6.0457572037868016e-05,5.951947343338252e-05,0.0001116301043251769,5.6018438760249925e-05,1.716597160757144e-05,3.3196543552291974e-05,0.00011899973243566033,3.085872435912401e-05,2.991580123186097e-05,5.709744173145503e-05,6.234641078913572e-05,3.9342787698467126e-05,6.296781182837623e-05,4.1601918504139985e-05,4.740326241799412e-05,8.28882236996994e-05,6.03809312075896e-06,5.937565573672498e-05,3.377991433287157e-05,9.203022437921116e-05,4.274211533993399e-05,9.697263048557939e-05,4.709470120644953e-05,0.0002321951825197385,7.823072535287443e-05,5.101192058393034e-05,0.00011886383928362452,1.6868475841745443e-05,0.00013382439120086166,0.00010001247921097487,8.382726262225506e-05,5.9628098691765276e-05,3.652272056497226e-05,0.00010275957314515872,2.645217253362534e-05,4.179526287418364e-05,7.403014724457414e-05,0.00010407584472587198,4.088669837777257e-05,4.1298934679718744e-05,7.940799165912151e-05,7.694869826373241e-05,6.508950186283169e-05
Mahindra & Mahindra,0.0001623415603629176,9.277227580465404e-05,0.00013698554205174792,5.339463170787024e-05,2.2917796733760368e-05,6.367836762025005e-05,7.850593110998323e-05,6.60980253158206e-05,7.929280416389739e-05,8.597934089789018e-05,5.5955382434650654e-05,2.7675985936865487e-05,2.6564369302730007e-05,8.588738699604866e-05,3.536885444942369e-05,3.964792853281736e-05,9.350597685320219e-05,7.19647477474796e-05,4.797550188677306e-05,6.549165281351856e-05,5.215680177054237e-05,8.762932679317802e-05,9.00211253181446e-05,3.588560672042688e-05,5.5106169439636574e-05,4.0146050726849016e-05,0.00010784026755587227,5.7378319311678185e-05,0.00010114922666193455,5.2617900188391e-05,7.823072535287443e-05,0.00030366176737871086,8.142211450667483e-05,9.121325168544497e-05,4.4991318234305935e-05,9.139187376193824e-05,8.151589001337799e-05,7.17076405059337e-05,6.229909203438736e-05,3.8151947221600026e-05,8.927494952788413e-05,4.7823030125310374e-05,4.4149294832713447e-05,0.00012000044788301695,0.00010572455021023635,5.678969258398825e-05,6.276565650047814e-05,7.026599133394705e-05,8.857535913090635e-05,7.499293779828859e-05
Maruti Suzuki,0.00010378431270847616,6.647510400657148e-05,8.711730683764152e-05,2.535918613938826e-05,3.080070818994595e-05,4.303180836508028e-05,6.512925349104819e-05,4.5056243868031777e-05,4.8902326658694655e-05,5.1703280717475425e-05,4.7005281704009804e-05,2.35939005543802e-05,1.58453900609826e-05,5.7274785577502945e-05,2.7172414871878446e-05,1.5488893660044885e-05,6.686905840424154e-05,4.6832753399200504e-05,3.33924778698845e-05,2.6701351941686617e-05,4.328076475074296e-05,5.556045043589771e-05,5.566994759109359e-05,2.554897294799648e-05,3.0500595444916707e-05,3.292764950489526e-05,6.366347990292025e-05,1.8049585821631432e-05,6.030148454827969e-05,3.330614026593433e-05,5.101192058393034e-05,8.142211450667483e-05,0.0001516209943601957,5.95125509480588e-05,3.013959741848971e-05,6.197274089712796e-05,5.087945008579882e-05,4.783181151309818e-05,5.095940849871824e-05,3.515754027670523e-05,5.2836195741877446e-05,2.603793001841424e-05,2.341316174054928e-05,7.596230812563676e-05,7.01078460492473e-05,2.725784630084275e-05,4.71109050600333e-05,5.406627591600448e-05,5.125554064180156e-05,3.3430550139431254e-05
NTPC,0.0002156338310487996,0.00016849923369149458,0.0002175719810004427,4.010575907216181e-05,3.84308223637737e-05,8.006812943625926e-05,5.5855678965990696e-05,7.27373878647034e-05,7.668518840971784e-05,0.00016578256733516212,5.914134883870211e-05,1.1232289670247966e-05,2.558867103462578e-05,0.0001784802229320768,2.3985002296820847e-05,3.5912092462838965e-05,6.382833904098084e-05,8.222378104227521e-05,3.915185763543672e-05,6.498112717510715e-05,4.5045862222370094e-05,4.76372369002168e-05,0.00010215620345212204,9.449223081677668e-07,5.7396457028385755e-05,3.27026299740163e-05,0.0001100531708855122,2.8004847384140414e-05,0.00011973141242939216,4.3555749792756466e-05,0.00011886383928362452,9.121325168544497e-05,5.95125509480588e-05,0.0002894970853224325,1.6298277898134943e-05,0.00019035046560192864,0.00017892750635329068,9.798418916359133e-05,5.1875092555172836e-05,6.025348507332304e-05,0.0001387705106685537,3.326296438483113e-05,2.242502096201815e-05,0.00010706822932342087,0.0001369973683251489,4.051507390344596e-05,6.634399870361025e-05,0.00010017324423106471,8.561250426571757e-05,5.166866303555926e-05
Nestle India,3.5259547694366336e-05,2.5561735930512762e-05,2.442873484928934e-05,3.698103902185964e-05,3.966671906635777e-05,2.0407888922505167e-05,3.345877043137559e-05,3.644841456958394e-05,3.214581044618785e-05,2.3297704555996394e-05,1.8221290069324636e-05,6.479655727757155e-05,1.4819633923840436e-05,2.396850688516039e-05,2.2966587262548872e-05,2.3598924460504892e-05,2.620714549852676e-05,3.921231618039597e-05,2.1622120560006843e-05,1.1042606220012022e-05,2.4469364670719104e-05,3.911848072450569e-05,2.824874612092077e-05,5.881734604390361e-05,1.4815111671508877e-05,4.0625088687863814e-05,3.235948281338086e-05,9.159704018865505e-06,3.095419319271584e-05,2.2672686851188985e-05,1.6868475841745443e-05,4.4991318234305935e-05,3.013959741848971e-05,1.6298277898134943e-05,0.00012831510882659148,1.696766688470466e-05,2.116500024673542e-05,3.068836641766107e-05,2.9418996729118934e-05,1.6601897474787838e-05,1.3881348261661183e-05,1.6243443649263387e-05,2.2452097260949675e-05,3.093631759946651e-05,1.953574481657426e-05,1.6560333484650936e-05,3.4912264410517936e-05,3.749158444011533e-05,3.5098112609426404e-05,2.4739667228859723e-05
Oil & Natural Gas Corporation,0.0002015475468724251,0.00020076747929661986,0.00020548503397704038,3.897761105056765e-05,2.1782739406892728e-05,7.831562089183058e-05,5.575945300446146e-05,7.288430017643283e-05,7.167293942010627e-05,0.00018721974524445236,7.019066812328077e-05,4.332837771287243e-06,1.645096657871873e-05,0.0002007480992326607,3.5991806168066624e-05,3.3006293986563414e-05,6.677414896253292e-05,8.025250003225995e-05,4.662858815859494e-05,5.873588843507934e-05,4.506165952922553e-05,6.169165829815017e-05,0.0001363867290063043,6.710434436062319e-06,5.693599836932651e-05,3.01630120742866e-05,9.562556979792012e-05,4.855639996569258e-05,0.00011633034329612101,4.88960881715675e-05,0.00013382439120086166,9.139187376193824e-05,6.197274089712796e-05,0.00019035046560192864,1.696766688470466e-05,0.00035886847012603015,0.00014963717638567938,0.00011495078166147963,5.899211955385284e-05,3.595371593290294e-05,0.000150183423679504,3.5732259779397974e-05,4.267306314218155e-05,0.00012187894927601385,0.00014148319311417407,6.589387769863396e-05,4.640504082234686e-05,9.947757935731924e-05,8.055169990286567e-05,8.289852758299558e-05
Power Grid Corporation,0.0001485744661959563,0.00014820888075277251,0.00018129543460937555,4.833389309476417e-05,2.176852568158821e-05,5.722989413231216e-05,4.427284332560358e-05,4.511513198954307e-05,5.448947785448678e-05,0.00015154968120557855,4.819618241955962e-05,-1.5183538424735886e-06,2.64268705503309e-05,0.00013969827155742645,2.1575270877895763e-05,2.8555855355497074e-05,4.584674646943208e-05,7.020309100944704e-05,1.8331588517180306e-05,5.093777792835237e-05,2.2708692160392858e-05,4.705367010940964e-05,9.009970022699491e-05,-3.0546345551564068e-06,4.721975448926028e-05,1.762119556982506e-05,8.175253387930417e-05,1.0829886346543296e-05,9.398188877350237e-05,3.8393181471328534e-05,0.00010001247921097487,8.151589001337799e-05,5.087945008579882e-05,0.00017892750635329068,2.116500024673542e-05,0.00014963717638567938,0.0002837466119871058,7.811453940071874e-05,3.3438188142411305e-05,3.2939028161130015e-05,0.00011475189998525067,3.2463143608987506e-05,1.617283452169675e-05,9.201868677363728e-05,0.0001120135953154997,2.5617059896977934e-05,4.511705872623937e-05,7.185770035083654e-05,7.033270981926408e-05,3.8345912248683616e-05
Reliance Industries,0.00016845108008366506,0.00010720427263779516,0.00014282107591317552,4.0149277602556175e-05,3.763225892320777e-05,7.187835343277903e-05,4.2348832676436796e-05,6.931773414712262e-05,6.398913160129766e-05,9.60602093115395e-05,5.719008809487261e-05,2.5010045615112002e-05,1.623964474355112e-05,9.994810513271972e-05,2.7700351372373328e-05,2.614873261327346e-05,6.111634959937757e-05,6.905888884146774e-05,4.5238038801066665e-05,5.394037405404996e-05,4.515478013597987e-05,4.255307573574548e-05,8.018964141592657e-05,2.4853938831845403e-05,5.9723417691386325e-05,4.2798746427741996e-05,8.517476937489881e-05,4.561969080256222e-05,7.953923744327682e-05,5.580918042338069e-05,8.382726262225506e-05,7.17076405059337e-05,4.783181151309818e-05,9.798418916359133e-05,3.068836641766107e-05,0.00011495078166147963,7.811453940071874e-05,0.0001641763673278759,5.236879737470682e-05,3.8004599366269104e-05,0.00010234710985118898,3.2181213650538514e-05,3.993100045640219e-05,7.085397806389346e-05,8.672269013333376e-05,4.772086945018398e-05,4.548342822452519e-05,7.02277020540976e-05,7.175498562902713e-05,7.045462662893545e-05
SBI Life Insurance,0.00015204542034308663,6.365350123015277e-05,0.00013049611240327388,2.9595130627616553e-05,3.0943057861490554e-05,4.517727271646707e-05,4.185415893147067e-05,6.753928845243204e-05,8.218164865796552e-05,5.927217830380855e-05,4.6025906727401455e-05,1.4468801957282199e-05,2.8712723055501678e-05,6.323752329539099e-05,1.7844146160017043e-05,3.203334618122566e-05,5.8934128488320923e-05,4.793780791144459e-05,4.1677821099310195e-05,3.828068638538442e-05,0.00013697304237098438,4.5909270424670616e-05,5.4911029402557046e-05,3.976761825869831e-05,3.326665682329297e-05,1.9269926657387133e-05,7.047534005229805e-05,3.614316295478994e-05,4.9275654739668906e-05,4.663315344637148e-05,5.9628098691765276e-05,6.229909203438736e-05,5.095940849871824e-05,5.1875092555172836e-05,2.9418996729118934e-05,5.899211955385284e-05,3.3438188142411305e-05,5.236879737470682e-05,0.00020850482240245162,2.0445627368059563e-05,7.092459737839418e-05,2.9426515632226162e-05,3.4913881637335304e-05,5.372150818906585e-05,4.8598033603230785e-05,3.3201750503903005e-05,4.702192530811309e-05,5.405249965742469e-05,4.315355367936763e-05,5.2962854246120956e-05
Shree Cement,9.01320568479564e-05,9.032471376699791e-05,8.678331534001923e-05,2.90975720575161e-05,2.4705143861566402e-05,3.3796807065293386e-05,2.4186305487088078e-05,3.911463203602446e-05,3.902694634975554e-05,4.020443833557897e-05,2.6743344643838233e-05,2.655007780059971e-05,9.520744836541686e-06,4.2337286545987104e-05,2.576949613463524e-05,9.732983955580406e-06,4.0262514895929585e-05,7.066243954894605e-05,2.6406791449568888e-05,2.543158626281252e-05,3.075535161240283e-05,3.690746865875242e-05,2.974978926979882e-05,1.7064686896201876e-05,3.865411170751576e-05,2.7296942013274773e-05,2.7370518697215944e-05,2.1609728315895975e-05,5.327385912732155e-05,3.186087315683055e-05,3.652272056497226e-05,3.8151947221600026e-05,3.515754027670523e-05,6.025348507332304e-05,1.6601897474787838e-05,3.595371593290294e-05,3.2939028161130015e-05,3.8004599366269104e-05,2.0445627368059563e-05,0.0002157297887737062,3.899115823147501e-05,1.6963838391714e-05,1.8674015344498456e-05,2.9499318324520175e-05,5.2438443243338885e-05,3.189745264802341e-05,2.880699840758479e-05,5.5903003874235984e-05,9.170161417282623e-05,2.8365429744635463e-05
State Bank of India,0.0002630901438897863,0.000170114237209132,0.0002409827286816282,3.890857927538606e-05,2.0199629265314726e-05,0.000109741297262031,3.373993090401199e-05,8.877334819199618e-05,9.683514299434021e-05,0.00014542775109883696,5.3915942641198145e-05,6.390980104092501e-06,9.822074372222085e-06,0.0001356015331558825,5.669891985553782e-06,2.0221486671544507e-05,6.910495729686714e-05,8.701468404279221e-05,4.235967014840738e-05,7.12508627579968e-05,6.145265181905028e-05,4.913870694972043e-05,9.26537048279625e-05,3.909693241525761e-06,9.116169539759646e-05,3.888776899507662e-05,0.00013287056114223857,3.217198393339301e-05,9.203780474789858e-05,6.238990718234498e-05,0.00010275957314515872,8.927494952788413e-05,5.2836195741877446e-05,0.0001387705106685537,1.3881348261661183e-05,0.000150183423679504,0.00011475189998525067,0.00010234710985118898,7.092459737839418e-05,3.899115823147501e-05,0.00025944066044616585,2.2463463316441993e-05,3.3728364820007164e-05,8.653029890349114e-05,0.00010826894948627217,3.291157337306576e-05,5.224358693766755e-05,8.742729222743114e-05,7.833482267215781e-05,6.176648168153734e-05
Sun Pharmaceutical,6.0637224658259514e-05,5.597277048946908e-05,6.33743077587701e-05,4.2559352535027575e-05,2.1021953027862096e-05,1.5902742545501867e-05,2.8248281237943593e-05,2.5644360747005273e-05,2.6859729639342063e-05,3.757639806903003e-05,3.402786880093459e-05,2.2241654336631352e-05,6.105478940821888e-05,3.7529433285929074e-05,4.259285651520923e-05,4.8215529572403126e-05,2.4358936703424972e-05,3.2278159082823396e-05,2.0661199784646936e-05,1.2723248735328905e-05,2.5799816160763567e-05,3.2937178787276074e-05,4.500802513921192e-05,1.2542625018525132e-05,1.550713463696349e-05,2.1717819180703474e-05,2.1848400673177794e-05,2.367181805927373e-05,3.245249199196992e-05,1.6402238632632985e-05,2.645217253362534e-05,4.7823030125310374e-05,2.603793001841424e-05,3.326296438483113e-05,1.6243443649263387e-05,3.5732259779397974e-05,3.2463143608987506e-05,3.2181213650538514e-05,2.9426515632226162e-05,1.6963838391714e-05,2.2463463316441993e-05,0.00011978242970540777,2.2868202049942145e-05,4.668816439758724e-05,3.6632081395673145e-05,2.5548360362183236e-05,2.821760094485167e-05,2.70955563793767e-05,2.8276658677389024e-05,3.17591282548087e-05
Tata Consultancy Services,5.739405884424009e-05,1.2942731925084965e-05,4.2207361663747464e-05,1.863093429326746e-05,2.6512196007655127e-05,2.6081245599327123e-05,1.1658586793642904e-05,3.919981531959361e-05,4.1172342677849826e-05,3.396138208373808e-05,3.0423919423537437e-05,2.014457959235891e-05,1.7259253758098747e-05,2.7526927836672124e-05,2.7672429420270415e-05,2.686529373035481e-05,2.6946750743718286e-05,3.187009067657772e-05,0.00010552463241636502,2.0629374518611858e-05,2.2203190681520995e-05,2.6036426944842604e-05,4.8376276970184125e-05,2.671301617895285e-05,2.7051634790292548e-05,2.0290418471824505e-05,2.9936274883364967e-05,0.00012360371991379195,3.942787899051282e-05,2.0058810242206075e-05,4.179526287418364e-05,4.4149294832713447e-05,2.341316174054928e-05,2.242502096201815e-05,2.2452097260949675e-05,4.267306314218155e-05,1.617283452169675e-05,3.993100045640219e-05,3.4913881637335304e-05,1.8674015344498456e-05,3.3728364820007164e-05,2.2868202049942145e-05,0.00015391253147437013,4.930599777301586e-05,4.6521413584397975e-05,0.00011051277614312242,2.3207243843531243e-05,4.5226144125213056e-05,3.35643766061833e-05,0.00011315940971124143
Tata Motors,0.000136100185821965,0.00011434451098477655,0.00011360617620935136,4.6355282959814046e-05,1.526717989808385e-05,5.396120513872821e-05,8.620958212737674e-05,4.590008234148197e-05,6.612506381175259e-05,0.00011360998761910817,4.862555717117407e-05,1.7756538719776055e-05,1.871126472416363e-05,0.00010978931864971754,2.7246776457798935e-05,3.504867208813807e-05,7.310375093428017e-05,6.769197167373736e-05,5.41762211781771e-05,4.005134705265706e-05,5.2093125331664396e-05,7.507579676041648e-05,0.00010400572360687045,2.3483755253816584e-05,2.8745880667579636e-05,3.4707988663709926e-05,9.065862057969204e-05,3.827759629392905e-05,9.197260372085755e-05,3.3643329690179186e-05,7.403014724457414e-05,0.00012000044788301695,7.596230812563676e-05,0.00010706822932342087,3.093631759946651e-05,0.00012187894927601385,9.201868677363728e-05,7.085397806389346e-05,5.372150818906585e-05,2.9499318324520175e-05,8.653029890349114e-05,4.668816439758724e-05,4.930599777301586e-05,0.0002866974690554537,0.00011712069648873561,5.374611198760501e-05,5.404701731049706e-05,6.157261600621897e-05,7.076874613579045e-05,7.379593914613222e-05
Tata Steel,0.00014659683867463745,0.00014379521232616132,0.00014575139691097374,4.9016922798387894e-05,3.141610553846088e-05,7.418052511944505e-05,7.088262519107577e-05,7.125397604839677e-05,7.870854336258461e-05,0.00011691254800613043,5.921458939798523e-05,1.6330500057948037e-05,2.785736528109927e-05,0.00014835547168787848,5.875636534615918e-05,3.862928218418241e-05,7.05571923090639e-05,9.269167793263966e-05,5.8777232892283315e-05,7.106931724839127e-05,5.263571869375607e-05,6.855902823839515e-05,0.00020047990741318102,1.5632798045472227e-05,5.726218884958499e-05,3.843171143475255e-05,9.547795166678511e-05,4.735485694320984e-05,0.00018477372096134743,4.78080129858087e-05,0.00010407584472587198,0.00010572455021023635,7.01078460492473e-05,0.0001369973683251489,1.953574481657426e-05,0.00014148319311417407,0.0001120135953154997,8.672269013333376e-05,4.8598033603230785e-05,5.2438443243338885e-05,0.00010826894948627217,3.6632081395673145e-05,4.6521413584397975e-05,0.00011712069648873561,0.00026239228547546756,6.639460497328282e-05,5.1271631166248095e-05,0.0001253868390727332,8.558070615416448e-05,8.250548826083925e-05
Tech Mahindra,7.857465095394881e-05,4.881220763079391e-05,5.8326053817484774e-05,4.364787008173154e-05,2.885883544916119e-05,2.53778134434989e-05,1.1684754839659598e-05,4.271763507335563e-05,3.9025236913016325e-05,4.4810150923618214e-05,4.543527193462749e-05,1.9460448801915794e-05,1.156073319000905e-05,4.866923243961423e-05,5.0214463702460534e-05,3.173792312657804e-05,3.933447248924508e-05,3.504524893859668e-05,0.00011284044243537058,3.731100706700604e-05,2.9244051534345394e-05,2.823387124257862e-05,6.861882506842297e-05,2.3616511026803497e-05,2.670359786599355e-05,2.7021437742679494e-05,2.281712954738893e-05,0.00013758983060293024,5.5981383593367165e-05,3.1593345449498916e-05,4.088669837777257e-05,5.678969258398825e-05,2.725784630084275e-05,4.051507390344596e-05,1.6560333484650936e-05,6.589387769863396e-05,2.5617059896977934e-05,4.772086945018398e-05,3.3201750503903005e-05,3.189745264802341e-05,3.291157337306576e-05,2.5548360362183236e-05,0.00011051277614312242,5.374611198760501e-05,6.639460497328282e-05,0.00025122211891121486,3.60836047282626e-05,6.494488095896411e-05,3.940139785362008e-05,0.00013768782071068824
