Company,ASML Holding N.V.,Adobe Inc.,"Advanced Micro Devices, Inc.","Airbnb, Inc.",Alphabet Inc. (Class A),Alphabet Inc. (Class C),"Amazon.com, Inc.","American Electric Power Company, Inc.",Amgen Inc.,"Analog Devices, Inc.",AppLovin Corporation,Apple Inc.,"Applied Materials, Inc.",Arm Holdings plc,AstraZeneca plc,Atlassian Corporation Plc,"Autodesk, Inc.","Automatic Data Processing, Inc.","Axon Enterprise, Inc.",Baker Hughes Company,Biogen Inc.,Booking Holdings Inc.,Broadcom Inc.,CDW Corporation,CSX Corporation,"Cadence Design Systems, Inc.","Charter Communications, Inc.",Cintas Corporation,"Cisco Systems, Inc.","CoStar Group, Inc.",Coca-Cola Europacific Partners,Cognizant Technology Solutions Corporation,Comcast Corporation,"Constellation Energy, Inc.","Copart, Inc.",Costco Wholesale Corporation,"CrowdStrike Holdings, Inc.","Datadog, Inc.","DexCom, Inc.","Diamondback Energy, Inc.","DoorDash, Inc.",Electronic Arts Inc.,Exelon Corporation,Fastenal Company,"Fortinet, Inc.",GE Healthcare,"Gilead Sciences, Inc.",GlobalFoundries Inc.,Honeywell International Inc.,"Idexx Laboratories, Inc.",Intel Corporation,Intuit Inc.,"Intuitive Surgical, Inc.",KLA Corporation,Keurig Dr Pepper Inc.,Lam Research Corporation,Linde plc,Lululemon Athletica Inc.,"Marriott International, Inc.","Marvell Technology, Inc.","MercadoLibre, Inc.","Meta Platforms, Inc.",MicroStrategy Incorporated,Microchip Technology Inc.,"Micron Technology, Inc.",Microsoft Corporation,"Mondelez International, Inc.",Monster Beverage Corporation,NVIDIA Corporation,NXP Semiconductors N.V.,"Netflix, Inc.","O'Reilly Automotive, Inc.",ON Semiconductor Corporation,"Old Dominion Freight Line, Inc.",PACCAR Inc.,PDD Holdings Inc.,Palantir Technologies Inc.,"Palo Alto Networks, Inc.","PayPal Holdings, Inc.","Paychex, Inc.","PepsiCo, Inc.",QUALCOMM Incorporated,"Regeneron Pharmaceuticals, Inc.","Roper Technologies, Inc.","Ross Stores, Inc.",Shopify Inc.,Starbucks Corporation,"Synopsys, Inc.","T-Mobile US, Inc.","Take-Two Interactive Software, Inc.","Tesla, Inc.",Texas Instruments Incorporated,The Kraft Heinz Company,"The Trade Desk, Inc.","Verisk Analytics, Inc.",Vertex Pharmaceuticals Incorporated,"Warner Bros. Discovery, Inc.","Workday, Inc.",Xcel Energy Inc.,"Zscaler, Inc."
"Palo Alto Networks, Inc.",0.00013885008050320552,0.00016880021244148474,0.00016674759169403466,0.00011861125457723538,0.00010353245360518846,0.00010193841676708293,0.00015299964480606668,-2.5325053779298617e-05,1.7201385319908935e-05,7.78124571845504e-05,0.00028333737677843564,7.245932560968786e-05,0.0001585703307830493,0.0002799245487088974,1.1444753063941739e-05,0.00019301262353665997,0.00015797113671994802,5.1746430274253044e-05,0.0001840295578684103,3.281062349300536e-05,1.4234674114858132e-05,8.242174365732664e-05,0.00021242866604837722,8.73840130926665e-05,4.4889053142391587e-05,0.00019047927548739978,9.640476080962422e-05,6.299728712180937e-05,7.47209171915181e-05,5.433866318922091e-05,2.992439202107903e-05,5.326452347624799e-05,4.912370719386748e-05,0.00017385458950280901,0.00010532988319603418,9.053702845413739e-05,0.0003587786275414113,0.0002110283266571087,3.222557199858834e-05,1.154566777049813e-05,0.00013379947266492736,5.603798667719339e-05,-3.374488266360492e-05,6.408243283193731e-05,0.00021417444239518957,5.54606731489519e-05,-4.148553532856727e-06,0.0001663334956365728,4.7069511888814105e-05,7.03432074708691e-05,0.00019549408541181862,0.00017878513763439633,0.00012797750233794792,0.00015685862970492287,-1.2602013176457537e-05,0.0001695214357986472,2.4499577377867414e-05,9.99567672230137e-05,9.232056272656479e-05,0.00019667272864354318,0.00010225815685513409,0.0001484929601320257,0.0003021866037449022,0.00010808482258419995,0.00017177676787364984,0.00011298907887150338,-7.419355686680299e-06,2.1855821543640778e-05,0.0002544903305710038,0.00010267956025799097,0.00010161497425203433,4.349508690990956e-05,0.00013311740608861597,0.00010619947558356926,4.554580373914694e-05,8.71495693287095e-05,0.0003086295872598978,0.0006535295225319384,0.00012565874494988678,7.216311837164733e-05,-8.757817743160964e-07,0.00014391187256988054,3.163341927112325e-05,7.238329176175995e-05,5.934456719327311e-05,0.00028240581271630073,6.313090020909075e-06,0.00020993914014726686,1.6909635388726764e-05,9.747999740893983e-05,0.00021256472704037817,6.78272816791302e-05,-3.2256579592361895e-05,0.00016455598764515542,7.532372390325049e-05,7.250314864755666e-05,6.225627707303407e-05,0.00014714010549331087,-1.2591806949467682e-05,0.0004040588581936615
"PayPal Holdings, Inc.",0.0001394944303865091,9.527759436747005e-05,0.00013596298408087709,0.00015153599076741985,9.289157066521142e-05,9.317814911126275e-05,0.00010931344446605775,4.380476245702192e-05,6.75892101810778e-05,0.00012948667437169583,0.0002482894220212987,4.680012384264125e-05,0.00012332485092446933,8.583993632523699e-05,4.9399041972595287e-05,0.00016106083792477842,0.00011997682621060047,7.365694711917752e-05,0.00010728674801315404,7.708262317646087e-05,6.90023140944065e-05,8.354578564843135e-05,0.00011918674357235852,9.479799723439023e-05,6.823987555278961e-05,8.389901690577827e-05,0.00011054745493203959,6.238533901637303e-05,6.89215776106428e-05,0.00013629644489432163,6.090695839905338e-05,8.809187712001289e-05,8.354541897666472e-05,6.116798015495753e-05,9.94526100965704e-05,5.0893113686907045e-05,7.696275148304375e-05,0.00010920570801021968,3.583812833638918e-05,4.467488173098864e-05,0.00014867092127165285,5.297865413520009e-05,5.4574584241457564e-05,7.44438768860833e-05,0.00010358297680292278,8.084835093634827e-05,6.354967334118622e-05,0.00016188300154060673,7.532701225687605e-05,0.00011595024017880103,0.0001306276794115329,0.00010838803447029614,9.796458658599156e-05,0.00011774707767488547,5.1757483810505336e-05,0.00012618505950541176,4.166221251261963e-05,0.00012865515755109468,9.244983749291207e-05,0.00021556518439808632,7.926232578064792e-05,7.968398056271086e-05,0.00035427968430538795,0.0001476892451634378,0.0001205539847455306,4.8852023838752626e-05,4.0788915539156637e-05,6.129647070624468e-05,9.028051114927258e-05,0.00015243331135703705,6.440778925963671e-05,4.5685540815331775e-05,0.0001406914540721593,9.949539726433884e-05,9.765893008865938e-05,6.0730579297576715e-05,0.0001636250672488218,0.00012565874494988678,0.00048626996590535944,6.603327706603274e-05,3.761270579903174e-05,0.00010867419494100229,2.7885241056587677e-05,6.772869652377297e-05,6.178250850133217e-05,0.0002547033160320589,9.610974550209416e-05,8.023649427956428e-05,4.3209785056538785e-05,7.655759309456233e-05,0.0002561338475370798,0.00013139446747267394,5.14783180863444e-05,0.00019160716620819223,3.5215005548306735e-05,3.9899900035286614e-05,0.0001773443751144375,8.43399805917326e-05,6.234062887133069e-05,0.00013610165924091223
"Paychex, Inc.",1.8455446209507445e-05,5.300906181138147e-05,3.007971903443574e-05,3.6846983227709746e-05,3.380418729715957e-05,3.482647987753382e-05,3.2519201092155214e-05,2.748387220482519e-05,5.302244350686511e-05,6.509586661165115e-05,4.849799301079509e-05,2.9798975003536717e-05,4.6911111411688196e-05,5.754300443348373e-05,1.962039620764191e-05,6.627286853004597e-05,6.318085493044404e-05,0.00010029824443043207,4.701615596491308e-05,6.05602574150249e-05,2.4665312037871648e-05,3.9743058587531794e-05,4.416961136789877e-05,5.7857327473876905e-05,5.782924238778009e-05,4.530806316403602e-05,8.103177768272467e-05,4.429413612338652e-05,4.693753536689508e-05,5.991685611161127e-05,1.9952938344988836e-05,5.1049507557633094e-05,5.0810629092233604e-05,9.102187813685015e-06,5.904894827829384e-05,3.857346421334429e-05,6.106345047647316e-05,3.802299421385931e-05,6.833474222908611e-06,3.031186686095296e-05,6.839600194611112e-05,4.189732216235458e-05,3.578742152544035e-05,6.593662376075881e-05,4.257100602471492e-05,4.5155394480814595e-05,4.2544849783787505e-05,8.254938524991889e-05,5.333722319070336e-05,5.232342520541623e-05,7.494088532387736e-05,6.875879184776159e-05,3.370270338121716e-05,4.24116190395125e-05,2.3702635265627907e-05,4.0875603365219e-05,4.3742389329861165e-05,3.95665985247737e-05,5.098503694304977e-05,5.477225626495765e-05,3.1397034037426175e-05,2.0696604672506727e-05,7.078983154461923e-05,6.183875105426273e-05,-9.151464568622494e-06,2.4417025203959346e-05,2.641100984607031e-05,2.2324826561113836e-05,9.835590231461199e-07,5.5861078383811444e-05,1.6000512732267064e-05,4.1616347607744864e-05,6.0999078360357045e-05,8.247377645121464e-05,5.3998700273155815e-05,2.035586984687212e-06,0.00011812986990680651,7.216311837164733e-05,6.603327706603274e-05,0.00014953706669776872,3.2165384831273505e-05,5.5868027109020386e-05,3.670097130074186e-05,5.5594380819653396e-05,2.0651679307745505e-05,7.333232539083825e-05,4.1104882466008726e-05,5.431412421783199e-05,3.255073068826776e-05,2.464027526130773e-05,8.919641382634676e-05,6.160655920220851e-05,3.325849982798472e-05,4.329381417308847e-05,5.143513599704802e-05,3.326879353923651e-05,6.680444666923103e-05,6.725075077783748e-05,3.637529308081573e-05,7.724803741621318e-05
"PepsiCo, Inc.",-3.827475567955292e-05,2.1520055026036303e-05,-4.4897058729101945e-05,-1.9995408034406684e-06,-1.7094808218652136e-05,-1.5659312904766683e-05,-1.5481235470804798e-05,5.728249236979507e-05,5.59107617167802e-05,1.4035063804452104e-05,-5.758151222488512e-05,8.806640532250909e-06,-3.5755951361595615e-05,-9.622688472703102e-06,2.803777133481816e-05,3.3042010360969954e-06,6.246562139087623e-06,3.0443445194872432e-05,-3.0324134463430224e-05,-1.204163216051701e-06,4.5595811651828e-05,-1.7243348332352452e-06,-6.248361705896082e-05,1.122963274054507e-05,2.7360879393489288e-05,-2.9699945312425307e-05,4.769161259196749e-05,3.6278336175265984e-05,1.476519790069721e-05,4.9037334389837446e-05,5.307865834783145e-05,2.3333786079420505e-05,3.0286418562223497e-05,-0.00010885680807804955,2.063725758927051e-05,2.007667902921038e-05,-5.1242276246690983e-05,-3.0960106508007676e-05,2.659116755562321e-05,-1.7918804649686747e-06,-1.6703032794261212e-06,2.5244011265784103e-05,4.591487084618076e-05,1.801329991766596e-05,-3.859204702403214e-06,2.9175618867373222e-05,4.390448446543428e-05,1.8425306936162898e-05,2.9086649735918844e-05,2.7225124116563206e-05,-6.936905535596356e-07,8.211980465171222e-06,1.1723885294300903e-05,-4.2630616844839154e-05,8.365832352543583e-05,-3.4040504006105364e-05,2.528039813446203e-05,1.7880647116766593e-05,8.881380702556179e-06,-6.084684624384953e-05,1.2257790772522844e-05,-1.7364594880349314e-05,-3.9094995347988325e-05,9.539876091342103e-06,-5.268368872527558e-05,-4.177207167442777e-06,8.076154610328132e-05,7.439871465201961e-05,-8.784769858311014e-05,-4.1510365169264716e-06,-1.780408803468666e-05,3.023075764335953e-05,-3.898578668150887e-06,4.0824640191005245e-06,2.327218134234548e-05,-1.1556138363513696e-05,-5.6875507275738e-05,-8.757817743160964e-07,3.761270579903174e-05,3.2165384831273505e-05,0.00012416337668391702,-3.09075007617486e-05,2.6331741199449262e-05,2.9931547540281034e-05,2.425430869772203e-05,-2.411952573458882e-05,3.170244174247687e-05,-2.3806281462602305e-05,3.106594548859796e-05,1.6164525178274238e-05,-8.752337316670193e-06,1.408781535060269e-05,8.709543868665388e-05,-7.336553611921392e-06,4.8817880533507216e-05,3.86693913945813e-05,6.547077202113027e-05,1.9353257252171885e-05,5.8182840977547176e-05,-6.5198663292695345e-06
QUALCOMM Incorporated,0.0003694907148680216,0.0001173186959368546,0.0003633629158470989,0.0001673916062566309,0.0001257805633146882,0.00012584705313140892,0.00015752829929586884,-3.6210212433209255e-05,3.876318182315633e-05,0.0002791247526652824,0.0002892180570212922,0.00011367812785952695,0.0003900849187795869,0.000578767142806078,2.240508988751754e-05,0.00016411048766737645,0.00015789850615339717,3.84748566988322e-05,0.00010931330685270982,7.342015310071583e-05,6.095830498485201e-05,0.00012222123973933084,0.0004022696331071659,0.00014037641856873425,6.0358139127832946e-05,0.00026012228640564806,4.669619943977927e-05,6.626134255698439e-05,5.1921900131271826e-05,8.726884577902051e-05,2.980400642608735e-05,5.577540678750764e-05,4.190882013455539e-05,0.00022237518896065723,0.00010331377259700125,9.268420076051852e-05,0.000244903154159292,0.0001854637787788464,5.080418437290781e-05,6.129492356916263e-05,0.00016609705341043664,5.313499745829247e-05,-3.0595086937805724e-05,8.343389541203134e-05,7.837890328676564e-05,9.088614218615233e-05,-1.6190748700726564e-05,0.0003103332495374176,6.581703387753645e-05,0.00011623578794106655,0.00032301449792128596,0.00013449412824190676,0.00013252890750437243,0.0004028134798952053,-1.5257134717160014e-05,0.00040667173836116306,2.8126806073962086e-05,0.00010418985290723185,0.00010125284769525413,0.0004386445457089101,0.00011731817357251987,0.00014730307997306598,0.00038753454983107827,0.00033437115968118264,0.00038845009135603546,0.0001181597708837436,-1.7788042413289694e-05,-4.670247749667317e-06,0.0003999856036782727,0.00033159325904692614,0.000141648698825265,8.977130568293672e-06,0.00037688756403385,0.0001455108465800141,0.00010473616351748041,0.0001520251236326944,0.0002973190687832094,0.00014391187256988054,0.00010867419494100229,5.5868027109020386e-05,-3.09075007617486e-05,0.0004821686201274836,7.235875795970759e-05,7.167146276725769e-05,6.569487376827899e-05,0.0002504221466522125,9.359050591157064e-05,0.0002654405708391211,6.89416161426319e-06,8.251021728399452e-05,0.0003002789149835105,0.0002349531245145684,-7.070748416413332e-06,0.00018905688473258063,-1.0749987579215759e-05,5.0659628672253426e-05,9.241591310564797e-05,8.587840498028635e-05,-4.3357962953084444e-05,0.00018177924431621209
"Regeneron Pharmaceuticals, Inc.",5.1095228736941136e-05,5.88056710527418e-05,6.625207999779173e-05,2.8421244488733394e-05,4.021917451379762e-05,3.934280281511545e-05,4.5313490454632085e-05,1.9962697138392034e-05,8.040900908913947e-05,7.744875854700254e-05,5.51651945843102e-05,4.8772583551412765e-05,6.71217640506016e-05,8.154649113820984e-05,5.0828116179173997e-05,4.346778096737953e-05,5.439826497704609e-05,2.9749862516162424e-05,2.513699464233074e-05,1.1094668700018871e-05,8.8636623575169e-05,2.4518588966652393e-05,4.816937361613784e-05,4.5232961722287395e-05,3.467155257960434e-05,5.043208395821526e-05,5.526585798749901e-05,3.297268405684497e-05,3.072949267977934e-05,6.177967523129116e-05,4.2581943751239746e-05,3.7807057401459175e-05,2.0263058590040418e-05,-2.1019820521234575e-05,4.736809236994033e-05,3.216787658168185e-05,5.3147449743966574e-05,-1.5460828077528699e-06,2.209469742111302e-05,5.956712499288012e-06,2.189980642133927e-05,2.9334324363758066e-05,2.8334251299608184e-05,3.364691620785214e-05,2.9635064050743225e-05,6.0037274782437284e-05,4.7778322911361295e-05,6.080001618785445e-05,2.6355322972039894e-05,8.222999310221094e-05,5.69363134762833e-05,3.395880768830936e-05,5.731564709840213e-05,7.225494025706671e-05,1.1361006748676811e-05,7.088644973941751e-05,3.223900649016711e-05,5.866025313468914e-05,3.518631185414773e-05,6.568377599551771e-05,3.714846158495782e-05,4.957356581312088e-05,4.527772057961862e-05,9.238442954421496e-05,5.484296661976752e-05,5.06660962399339e-05,3.170997452712337e-05,8.824268663739463e-06,4.6988496020812414e-05,8.727858406506418e-05,1.9391965591421563e-05,2.93720387299278e-05,0.00011461460269264297,4.397240165785029e-05,4.177431839458432e-05,3.739214175234511e-05,6.533898342407574e-05,3.163341927112325e-05,2.7885241056587677e-05,3.670097130074186e-05,2.6331741199449262e-05,7.235875795970759e-05,0.00019834854245544712,4.326014182569498e-05,4.674711673135894e-05,9.796752054825881e-05,5.377251482612648e-05,4.806632057245131e-05,1.6892128464324468e-05,2.3369704495854583e-05,7.209632334620994e-05,6.126011075851615e-05,4.013572459902672e-05,3.4887208241444426e-05,4.321117351700989e-05,8.87743653425934e-05,3.743277628129412e-05,4.86054022028466e-05,1.5516897318436943e-05,5.480887453019191e-05
"Roper Technologies, Inc.",6.959948762074174e-05,8.71918728097637e-05,8.183819752015084e-05,6.328260768037615e-05,6.462969028816104e-05,6.500936124293428e-05,7.141155228343719e-05,2.4118073758966168e-05,5.705102515972845e-05,8.382816810237124e-05,9.247600799832868e-05,4.9900288148208954e-05,8.772242206145786e-05,7.300386299611664e-05,2.428003101835358e-05,0.00010477053892912611,9.08592437194879e-05,4.872368445632482e-05,4.486887055381595e-05,5.1521063816708764e-05,3.805863691401359e-05,4.1399343956632464e-05,7.831500757711169e-05,6.247300085587078e-05,5.183789404801032e-05,0.00010025654595493519,5.949452047381937e-05,6.933751412990475e-05,5.0046224214853764e-05,8.304479120252864e-05,3.177146064899213e-05,6.992880906709443e-05,2.4419271338283925e-05,3.111911795546339e-05,7.1928753710467e-05,4.944799287486271e-05,8.597006605578331e-05,7.712439938511661e-05,1.5466699098375266e-05,1.623321988454626e-05,6.107721152223866e-05,5.267347924331766e-05,2.3815802134293803e-05,6.281882228610942e-05,4.2393200800324765e-05,5.1677665496223836e-05,2.6501135810027296e-05,8.84922889651769e-05,5.117505031739512e-05,6.109872590000382e-05,0.0001063270883637425,8.103975394393191e-05,4.8142631240075694e-05,8.62290481673273e-05,2.8398376651368608e-05,9.19052043936727e-05,4.845349412882139e-05,5.6453014672310055e-05,6.01537153607754e-05,0.0001140011885427336,4.1440862326491215e-05,6.463497991238838e-05,9.036661333195094e-05,9.131834309644552e-05,6.870007644642039e-05,5.371997992461195e-05,2.428070730079255e-05,3.702399855979041e-05,7.617478298109849e-05,7.48882010649763e-05,3.339956958248458e-05,5.1637536947234336e-05,7.198836328577012e-05,8.915735926224358e-05,5.4866946170688015e-05,7.044475277162927e-06,9.2622550995195e-05,7.238329176175995e-05,6.772869652377297e-05,5.5594380819653396e-05,2.9931547540281034e-05,7.167146276725769e-05,4.326014182569498e-05,0.00012426159851238605,4.656914685010537e-05,0.0001061960906636163,3.916078684908221e-05,0.00011469183286557107,2.997469247840764e-05,3.3732367580479545e-05,8.542411476394337e-05,6.911324804315737e-05,2.6370553268906675e-05,7.619386252416603e-05,5.388770358877115e-05,5.365317403563054e-05,6.788539515656065e-05,7.731549349251862e-05,2.6114414396217713e-05,9.208856888404303e-05
"Ross Stores, Inc.",8.917528459207988e-05,4.91753109417399e-05,8.734386409749685e-05,7.009152452524819e-05,3.756002046446612e-05,3.775398397831773e-05,6.236447700273346e-05,2.1580996655605003e-05,4.285314511875426e-05,6.956528906121956e-05,0.00011832174898111149,5.093135929403368e-05,7.823754721350452e-05,0.00013502711607807385,3.289625466663513e-05,5.350847581062034e-05,8.049703109653741e-05,1.7118466486074254e-05,6.601353555077694e-05,2.3245732668442323e-05,4.8860608110822714e-05,5.224272383714739e-05,0.00010472667265098923,5.485119893584363e-05,3.5189097924214207e-05,6.971114879157446e-05,3.1804957321221735e-05,3.625294027882711e-05,4.974267246900729e-05,6.806192375006678e-05,3.662264807180663e-05,4.4004937409201404e-05,2.077989571529336e-05,8.346387751602459e-05,6.4109642121908e-05,4.264338484023229e-05,7.492690426611161e-05,7.665859668072971e-05,5.245581199161402e-05,9.913556295763594e-06,7.252847670006974e-05,3.678411525818292e-05,2.1529531941540366e-05,2.776460578002405e-05,2.2777654703329347e-05,6.254561548383767e-05,2.960190465143435e-05,6.681688283271651e-05,3.477128440440111e-05,6.10471513865143e-05,7.79180192958773e-05,4.182492518709647e-05,5.3723143696475096e-05,8.252335036680256e-05,3.0373866365441948e-05,8.904254813722955e-05,2.615032599738219e-05,0.00011372853250061449,5.552077801916374e-05,0.00012459150496209995,4.307695968126896e-05,5.092281376306101e-05,0.0001033590297887106,9.076917067118852e-05,9.128387254815665e-05,4.477115702658396e-05,2.170869494838188e-05,4.437287936134099e-05,7.989443889988468e-05,6.510682764667947e-05,3.056873567809271e-05,2.7870961478519366e-05,7.044634958857915e-05,4.912363606599645e-05,4.3921247051059936e-05,3.4214105793408174e-05,8.683531241671753e-05,5.934456719327311e-05,6.178250850133217e-05,2.0651679307745505e-05,2.425430869772203e-05,6.569487376827899e-05,4.674711673135894e-05,4.656914685010537e-05,0.00017993630512172133,0.00010300050615871554,6.142675424295775e-05,7.171958631442588e-05,1.921664218145475e-05,3.930273786548475e-05,7.15272457281663e-05,5.3444190638284617e-05,2.0528687675937435e-05,7.380742423848975e-05,2.6479063683781378e-05,5.398349527311731e-05,9.929853289324469e-05,1.6213937296516005e-05,1.9688589832220265e-05,8.240658303220429e-05
Shopify Inc.,0.00030106296291498283,0.0002596044025917133,0.0002909459344170255,0.00014692198355152947,0.0001972350717470676,0.00019456502505911665,0.0002766250890974903,-8.110582316130306e-06,-1.601451701993582e-05,0.00022621556253167878,0.0005234259700150734,0.00013833699240159804,0.00026689762409453727,0.0005608832221765566,4.252385179619485e-05,0.00027280773312058466,0.00021088912889901488,8.826024400667836e-05,0.0003128313734539676,9.18918182084929e-05,8.114412800753354e-05,0.00012370827646045608,0.0002741898374030748,0.00014109128156708557,8.084548319205184e-05,0.00024931256989986435,5.059397865174091e-05,0.00010408920006403019,0.00010052533839478365,0.00014992786356219083,5.762201299694118e-05,0.00010464422886995907,6.931452884127627e-05,0.00015540697569686813,0.00017429865155284217,9.045698657323255e-05,0.0003392493596095031,0.0003012808173999405,0.00012699571346644462,6.684573618017504e-05,0.0003577310476217876,0.00012145718105841366,8.567968599774024e-06,6.865244313812367e-05,0.00030457296921073844,0.00011333752411393726,2.3319320028032515e-05,0.00025829573338433196,0.00010662377391915421,0.00016648249180418106,0.00027604181796420644,0.00024539233340548663,0.00019237229080922613,0.00028187637144655865,1.59491521670097e-05,0.00028778061667876194,5.369762826033036e-05,0.00020754199245596807,0.00013823559499479376,0.0003419470587905196,0.00018284578766106105,0.00024338884055490658,0.000476209424973192,0.00022597377826214212,0.00024585486365421633,0.00015027544352906616,3.102625976986502e-05,4.020924766081214e-05,0.00033585549966870835,0.00021787839506234397,0.00016550680889100994,3.2622994274977726e-05,0.0003041136435262546,0.00018246793390709818,0.00011890013817974882,0.00011687100607125815,0.0005548740292172878,0.00028240581271630073,0.0002547033160320589,7.333232539083825e-05,-2.411952573458882e-05,0.0002504221466522125,9.796752054825881e-05,0.0001061960906636163,0.00010300050615871554,0.0011346924352323355,0.00015100361400644297,0.0002689179898900631,4.038993764762239e-05,0.00014723394546590943,0.0003413714256217982,0.00015089585678516548,-2.093978679307519e-06,0.00030116009370762664,5.9373440708016964e-05,4.798622576558583e-05,0.00022356069955330779,0.00019911198717489055,1.1353308062036018e-05,0.00041401754177416896
Starbucks Corporation,8.791953258810187e-05,4.229748271065892e-05,0.00012834641412010842,6.066273427751395e-05,3.2229999693218674e-05,3.437471883010848e-05,3.580139859730031e-05,1.9226007833803256e-05,3.7978827018513664e-05,0.00010474446932433345,0.00010896515760484431,4.659896118663793e-05,8.468501502018265e-05,0.00016716902914907006,3.8054494835873806e-05,6.609310048590995e-05,6.597671377918137e-05,3.793768963851426e-05,4.4234450513081156e-05,2.2868275069418972e-05,4.6764746789209785e-05,7.935873792282672e-05,8.798885789614542e-05,0.00010782967316664935,3.7547437471748414e-05,5.234747491042399e-05,6.375496243991224e-05,3.0954482325026356e-05,4.722467836291142e-05,5.744788648897224e-05,5.245668579598903e-05,3.743796053615471e-05,5.586397039032889e-05,6.0253682481480307e-05,5.525220759868106e-05,3.695908643398933e-05,2.7434647009553046e-05,3.6136375965421116e-05,1.65027476149377e-05,-1.3791130500346644e-05,0.00014297264933091263,3.148236292792227e-05,3.872108254628402e-05,4.23020462509563e-05,3.843981516574777e-05,5.2545149913453036e-05,3.065389062608011e-05,0.00010543027617606213,3.155668056319038e-05,9.818221646203795e-05,8.578652039312519e-05,5.920455093927904e-05,7.546844288727829e-05,0.0001052502101538538,4.918674750769188e-05,8.406294055649156e-05,3.8184591210042855e-05,0.00010521352039748807,5.275158763457774e-05,9.621787263350756e-05,5.6842497532700994e-05,2.4452328846276906e-05,0.00018001241564623584,0.00011504879263492466,6.56623096915029e-05,2.551227021024135e-05,5.003550687991395e-05,5.182781269199667e-05,7.635077472679235e-05,9.662024933057101e-05,3.6268066474282587e-05,2.5315433057899024e-05,0.00011570793289088551,4.45544607791241e-05,4.470750733365729e-05,1.944851286192065e-05,0.00016051492034104673,6.313090020909075e-06,9.610974550209416e-05,4.1104882466008726e-05,3.170244174247687e-05,9.359050591157064e-05,5.377251482612648e-05,3.916078684908221e-05,6.142675424295775e-05,0.00015100361400644297,0.00046109231606696575,4.583168202474197e-05,4.575433468958078e-05,3.120257900677941e-05,0.00010402293188386161,7.019962210401932e-05,6.505008548084362e-05,5.638869842559661e-05,1.6945061777961102e-07,1.3767669878419374e-05,0.00013774087450842598,4.437010296730232e-05,4.9950105830083915e-05,7.836753638878418e-05
"Synopsys, Inc.",0.00034502673466546975,0.00018223470205322022,0.0003356312769665377,0.00018461362097037273,0.00016399259716444052,0.00016365104802863856,0.00019842845398666226,-5.755774381991305e-05,5.4838990348878364e-05,0.0002023899893997508,0.0003800799198772911,9.513738093067243e-05,0.00037822289599494236,0.0005107520846193138,1.0120409239602602e-06,0.00022292860713862627,0.00019566898720298188,4.9965518906751755e-05,0.0001741752335861605,7.888173056354348e-05,4.7569131742936586e-05,0.00013758935984047873,0.00040905321302585394,0.00011511782805228057,6.018767856479659e-05,0.000409343413896473,5.8920575312680936e-05,7.753080944258323e-05,6.757596500579598e-05,9.2427801072741e-05,1.8229139506142913e-05,7.216733483527148e-05,1.9304444864246146e-05,0.0002566919877188407,0.0001422531126986498,9.53407597409115e-05,0.00031460433875424147,0.0002632857404874532,8.43436898619855e-05,4.078401481218012e-05,0.00016921934290169404,7.112310983590506e-05,-4.3516553470094654e-05,8.478444916587773e-05,9.255011014446279e-05,0.0001047642180862735,-4.796305472454734e-05,0.00020824622540716452,6.31115845460435e-05,0.00014188414537820454,0.0002997593884306313,0.00020023855853144022,0.00016425141128949822,0.0003719470609841616,-2.0603040004415978e-05,0.0003813060005428172,5.9841769745295687e-05,0.00012943912192506842,0.00011747910872017253,0.0004126636785653032,0.00011818462640588762,0.00021277638834305435,0.00035140020326928165,0.00023594486465805282,0.00036274035759416474,0.00015353488926969454,-1.8830984526221278e-05,2.207266863508221e-06,0.0004404166531943208,0.00023511952451816485,0.0001516760053036366,4.087154003993521e-05,0.00027176460947980774,0.0001669208090733636,9.979366458010718e-05,0.00010599648217577672,0.00029988873145518884,0.00020993914014726686,8.023649427956428e-05,5.431412421783199e-05,-2.3806281462602305e-05,0.0002654405708391211,4.806632057245131e-05,0.00011469183286557107,7.171958631442588e-05,0.0002689179898900631,4.583168202474197e-05,0.0004880771151764402,1.4893967616405076e-05,0.00010836981811661447,0.0002508784150861241,0.00015022873569530643,-2.9663173169318678e-05,0.00021553317299522325,2.928331882945496e-05,7.001299063124619e-05,3.86528771644366e-05,0.00015335646075456653,-4.994472713758857e-05,0.0002706228712047505
